web-scraper-order,web-scraper-start-url,featured,featured-href,recommended,recommended-href
"1523060543-1026","https://www.youtube.com/user/TheYoungTurks/videos","Sinclair Gets Creative On How They Screw You Over","https://www.youtube.com/watch?v=cdzaxoGrd0k","Trackers Are Some Of The Most Hated (And Powerful) People In Politics (HBO)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=ESAFGoX02E4"
"1523060531-926","https://www.youtube.com/user/TheYoungTurks/videos","Scott Pruitt ANNIHILATED By... Fox News???","https://www.youtube.com/watch?v=Py_SZt9el_E","Navarro: Pruitt makes DeVos look like Einstein
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=XzcBEC-87Jg"
"1523060496-648","https://www.youtube.com/user/TheYoungTurks/videos","DEA Arrests Pill-Pushing Pharmacists","https://www.youtube.com/watch?v=pMiqlgdcpb0","What a DEA agent did after being offered $3 million
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=wOI5fSU3li8"
"1523060518-841","https://www.youtube.com/user/TheYoungTurks/videos","NRA Spews Propaganda After YouTube Shooting","https://www.youtube.com/watch?v=3k8LK0wpHzs","The Most Horrifying Artificial Insemination Story EVER
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=xjQ9D9uCPjw"
"1523060523-877","https://www.youtube.com/user/TheYoungTurks/videos","The Most Horrifying Artificial Insemination Story EVER","https://www.youtube.com/watch?v=xjQ9D9uCPjw","How to make animated LOWER THIRDS titles in Adobe Premiere Pro (CC 2017 Tutorial) (No After Effects)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=OMp7HrAtRXc"
"1523060528-924","https://www.youtube.com/user/TheYoungTurks/videos","CORRECTION: Pulse Shooter Wasn't Gay, Just Regular Terrorist","https://www.youtube.com/watch?v=vFCAFZGsGYs","EXPOSED: Billionaire Bigots Spreading Anti-Muslim Propaganda
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=6kaoC2eP6Vc"
"1523060538-993","https://www.youtube.com/user/TheYoungTurks/videos","Ted Cruz Gets Owned By EPIC Question","https://www.youtube.com/watch?v=f8enlSLorhM","What Al Franken Said To Ted Cruz That Left Him Speechless | All In | MSNBC
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=ICblNtGZHpY"
"1523060488-594","https://www.youtube.com/user/TheYoungTurks/videos","Judge Rules Mass Shooter Fanboy OK To Buy Guns","https://www.youtube.com/watch?v=Gr0KVzcIqVM","Rock Island Armory M1911  Tactical II
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=4149nqq3KDc"
"1523060511-784","https://www.youtube.com/user/TheYoungTurks/videos","How Close Is America To Realizing MLK's Dream?","https://www.youtube.com/watch?v=0x76GbrZGjg","How to make animated LOWER THIRDS titles in Adobe Premiere Pro (CC 2017 Tutorial) (No After Effects)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=OMp7HrAtRXc"
"1523060493-644","https://www.youtube.com/user/TheYoungTurks/videos","White Supremacy World With Tucker Carlson","https://www.youtube.com/watch?v=0m6Xz6s0EdI","#1 Trump Leaker EXPOSED
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=6WVNtQB5FPs"
"1523060483-558","https://www.youtube.com/user/TheYoungTurks/videos","Can These Super Strong Progressives Really Beat the Top Politicians in the Country?","https://www.youtube.com/watch?v=AQZFB0mD6OA","How to make animated LOWER THIRDS titles in Adobe Premiere Pro (CC 2017 Tutorial) (No After Effects)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=OMp7HrAtRXc"
"1523060485-571","https://www.youtube.com/user/TheYoungTurks/videos","Trump Deploying Military To Mexican Border Because He Saw It On Fox News","https://www.youtube.com/watch?v=LQI2YInFMAk","President Donald Trump Doesn't Know What A Community College Is | The 11th Hour | MSNBC
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=2JWgAYnY0uM"
"1523060493-637","https://www.youtube.com/user/TheYoungTurks/videos","White Supremacy World With Tucker Carlson","https://www.youtube.com/watch?v=0m6Xz6s0EdI","Student ejected for telling professor there are only 2 genders
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=XgsqLLYy3JA"
"1523060531-937","https://www.youtube.com/user/TheYoungTurks/videos","Scott Pruitt ANNIHILATED By... Fox News???","https://www.youtube.com/watch?v=Py_SZt9el_E","How Manafort’s Attack On Mueller Backfired On Him And Fox News | The Beat With Ari Melber | MSNBC
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=pKvPum2MDb4"
"1523060516-810","https://www.youtube.com/user/TheYoungTurks/videos","New Details Emerge On Youtube Shooter's Motives","https://www.youtube.com/watch?v=X_9LCZPLhrU","7 Most POWERFUL and Dangerous PISTOLS of ALL TIME
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=mTSb58GIEvQ"
"1523060506-734","https://www.youtube.com/user/TheYoungTurks/videos","Alexandria Ocasio-Cortez Takes On Corporate Democrat Joe Crowley","https://www.youtube.com/watch?v=ORkJDZLIIKs","Democrat Wins In Latest Sign Of Anti-Trump Blue Wave
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=YqUmE7U-lNE"
"1523060503-719","https://www.youtube.com/user/TheYoungTurks/videos","Suddenly Progressive Andrew Cuomo Ends The IDC","https://www.youtube.com/watch?v=4weigc8taMI","CORRECTION: Pulse Shooter Wasn't Gay, Just Regular Terrorist
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=vFCAFZGsGYs"
"1523060511-767","https://www.youtube.com/user/TheYoungTurks/videos","How Close Is America To Realizing MLK's Dream?","https://www.youtube.com/watch?v=0x76GbrZGjg","Suddenly Progressive Andrew Cuomo Ends The IDC
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=4weigc8taMI"
"1523060508-756","https://www.youtube.com/user/TheYoungTurks/videos","What MLK Was Working On Before His Death","https://www.youtube.com/watch?v=tD6RzBeicKI","How to Create Animated Mattes in Adobe Premiere Pro
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=cX7ubSkvGi4"
"1523060540-1011","https://www.youtube.com/user/TheYoungTurks/videos","Establishment's PATHETIC Attack On Bernie Sanders","https://www.youtube.com/watch?v=_CK_z0UhaQk","How to Create Animated Mattes in Adobe Premiere Pro
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=cX7ubSkvGi4"
"1523060525-899","https://www.youtube.com/user/TheYoungTurks/videos","Why Christians Wouldn’t Care If Trump Paid For Abortions","https://www.youtube.com/watch?v=2AbX8KNVOKI","Evangelicals Bending Over Backwards For Trump
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=CG2i3ovSGuc"
"1523060533-957","https://www.youtube.com/user/TheYoungTurks/videos","Alex Jones Blames YouTube Shooting On YouTube","https://www.youtube.com/watch?v=wWn0YFBo-og","American Horror Story: There's Something Going On With Alex Jones
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=GrDnSLyuw40"
"1523060521-852","https://www.youtube.com/user/TheYoungTurks/videos","Oklahoma Teachers Show You Exactly Why They're Walking Out","https://www.youtube.com/watch?v=y98i2MgNzus","Fed up with low pay, teachers strike in Oklahoma
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=thC_4nGNgAk"
"1523060508-750","https://www.youtube.com/user/TheYoungTurks/videos","What MLK Was Working On Before His Death","https://www.youtube.com/watch?v=tD6RzBeicKI","The peculiar story of James Earl Ray, the man who killed Martin Luther King
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=uLfZZIaymKg"
"1523060533-959","https://www.youtube.com/user/TheYoungTurks/videos","Alex Jones Blames YouTube Shooting On YouTube","https://www.youtube.com/watch?v=wWn0YFBo-og","Alex Jones Of 'Infowars,' Conspiracy Theories, And Trump Campaign (Full) | Megyn Kelly | NBC News
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=-HzOqZeX3Yk"
"1523060523-880","https://www.youtube.com/user/TheYoungTurks/videos","The Most Horrifying Artificial Insemination Story EVER","https://www.youtube.com/watch?v=xjQ9D9uCPjw","How to make TEXT POP-IN screen while talking? Premiere Pro tutorial
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=7kQJifNIa1U"
"1523060528-923","https://www.youtube.com/user/TheYoungTurks/videos","CORRECTION: Pulse Shooter Wasn't Gay, Just Regular Terrorist","https://www.youtube.com/watch?v=vFCAFZGsGYs","How to make TEXT POP-IN screen while talking? Premiere Pro tutorial
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=7kQJifNIa1U"
"1523060508-751","https://www.youtube.com/user/TheYoungTurks/videos","What MLK Was Working On Before His Death","https://www.youtube.com/watch?v=tD6RzBeicKI","How Martin Luther King Jr. Was Nearly Assassinated in 1958
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=EXwfUhyrBvA"
"1523060493-629","https://www.youtube.com/user/TheYoungTurks/videos","White Supremacy World With Tucker Carlson","https://www.youtube.com/watch?v=0m6Xz6s0EdI","Tucker vs. Bill Nye the Science Guy
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=qN5L2q6hfWo"
"1523060528-918","https://www.youtube.com/user/TheYoungTurks/videos","CORRECTION: Pulse Shooter Wasn't Gay, Just Regular Terrorist","https://www.youtube.com/watch?v=vFCAFZGsGYs","By Denying Porn Star Payment, Donald Trump May Ruin His Own NDA | The Beat With Ari Melber | MSNBC
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=Zg6NHtJEu3Y"
"1523060511-772","https://www.youtube.com/user/TheYoungTurks/videos","How Close Is America To Realizing MLK's Dream?","https://www.youtube.com/watch?v=0x76GbrZGjg","On 50th Anniversary Of Martin Luther King’s Death, Tom Brokaw Looks Back | TODAY
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=rJP8-Bw-rsA"
"1523060498-679","https://www.youtube.com/user/TheYoungTurks/videos","Trump Eyeing Up His Next Firing Victim","https://www.youtube.com/watch?v=BgACVXAljAc","Adding a Color Matte to a Premiere Sequence
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=PC8GZLi7d7o"
"1523060533-947","https://www.youtube.com/user/TheYoungTurks/videos","Alex Jones Blames YouTube Shooting On YouTube","https://www.youtube.com/watch?v=wWn0YFBo-og","Jimmy Kimmel Responds to Sean Hannity’s Vicious Attacks
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=9mpwlkc2a5s"
"1523060498-671","https://www.youtube.com/user/TheYoungTurks/videos","Trump Eyeing Up His Next Firing Victim","https://www.youtube.com/watch?v=BgACVXAljAc","Former CFO Now Unemployed, on Food Stamps After Viral Video
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=8LqoLBQ68Uw"
"1523060503-716","https://www.youtube.com/user/TheYoungTurks/videos","Suddenly Progressive Andrew Cuomo Ends The IDC","https://www.youtube.com/watch?v=4weigc8taMI","How to Create Animated Mattes in Adobe Premiere Pro
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=cX7ubSkvGi4"
"1523060521-863","https://www.youtube.com/user/TheYoungTurks/videos","Oklahoma Teachers Show You Exactly Why They're Walking Out","https://www.youtube.com/watch?v=y98i2MgNzus","Cooper: Trump's Twitter tirade is all over the place
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=OfkmE1LcBy4"
"1523060531-933","https://www.youtube.com/user/TheYoungTurks/videos","Scott Pruitt ANNIHILATED By... Fox News???","https://www.youtube.com/watch?v=Py_SZt9el_E","Watch Walmart kid: 11-year-old yodeling sensation
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=Yn6AU-lLjSw"
"1523060533-965","https://www.youtube.com/user/TheYoungTurks/videos","Alex Jones Blames YouTube Shooting On YouTube","https://www.youtube.com/watch?v=wWn0YFBo-og","How To Create a Clean Cinematic Title Animation in Premiere Pro (Tutorial)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=0ZcyLet8h_4"
"1523060531-936","https://www.youtube.com/user/TheYoungTurks/videos","Scott Pruitt ANNIHILATED By... Fox News???","https://www.youtube.com/watch?v=Py_SZt9el_E","Philip DeFranco Sets a YouTube Record While Eating Spicy Wings | Hot Ones
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=IIjPj1zD3GI"
"1523060480-537","https://www.youtube.com/user/TheYoungTurks/videos","Kushner Bragged About Sinclair Deal For Pro-Trump Coverage","https://www.youtube.com/watch?v=tzF1X57oTX8","By Denying Porn Star Payment, Donald Trump May Ruin His Own NDA | The Beat With Ari Melber | MSNBC
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=Zg6NHtJEu3Y"
"1523060533-951","https://www.youtube.com/user/TheYoungTurks/videos","Alex Jones Blames YouTube Shooting On YouTube","https://www.youtube.com/watch?v=wWn0YFBo-og","YouTube Shooting Suspect’s Family Claims Warnings Were Missed | TODAY
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=12d-ynrjVM4"
"1523060538-999","https://www.youtube.com/user/TheYoungTurks/videos","Ted Cruz Gets Owned By EPIC Question","https://www.youtube.com/watch?v=f8enlSLorhM","The Worst of The Young Turks
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=duppQz_Rw3w"
"1523060516-821","https://www.youtube.com/user/TheYoungTurks/videos","New Details Emerge On Youtube Shooter's Motives","https://www.youtube.com/watch?v=X_9LCZPLhrU","Suspected YouTube HQ shooter dead
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=xMHsKtaVVvk"
"1523060521-847","https://www.youtube.com/user/TheYoungTurks/videos","Oklahoma Teachers Show You Exactly Why They're Walking Out","https://www.youtube.com/watch?v=y98i2MgNzus","NRA Spews Propaganda After YouTube Shooting
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=3k8LK0wpHzs"
"1523060493-642","https://www.youtube.com/user/TheYoungTurks/videos","White Supremacy World With Tucker Carlson","https://www.youtube.com/watch?v=0m6Xz6s0EdI","How to make TEXT POP-IN screen while talking? Premiere Pro tutorial
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=7kQJifNIa1U"
"1523060531-940","https://www.youtube.com/user/TheYoungTurks/videos","Scott Pruitt ANNIHILATED By... Fox News???","https://www.youtube.com/watch?v=Py_SZt9el_E","Best TV News Bloopers Fails 2017
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=DnEHMAhqUZM"
"1523060508-764","https://www.youtube.com/user/TheYoungTurks/videos","What MLK Was Working On Before His Death","https://www.youtube.com/watch?v=tD6RzBeicKI","By Denying Porn Star Payment, Donald Trump May Ruin His Own NDA | The Beat With Ari Melber | MSNBC
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=Zg6NHtJEu3Y"
"1523060540-1016","https://www.youtube.com/user/TheYoungTurks/videos","Establishment's PATHETIC Attack On Bernie Sanders","https://www.youtube.com/watch?v=_CK_z0UhaQk","A Conversation with Bernie Sanders (In 1988)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=KL8BpbWP7_8"
"1523060523-871","https://www.youtube.com/user/TheYoungTurks/videos","The Most Horrifying Artificial Insemination Story EVER","https://www.youtube.com/watch?v=xjQ9D9uCPjw","Immigration Courts: Last Week Tonight with John Oliver (HBO)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=9fB0GBwJ2QA"
"1523060480-531","https://www.youtube.com/user/TheYoungTurks/videos","Kushner Bragged About Sinclair Deal For Pro-Trump Coverage","https://www.youtube.com/watch?v=tzF1X57oTX8","How to Create Animated Mattes in Adobe Premiere Pro
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=cX7ubSkvGi4"
"1523060501-687","https://www.youtube.com/user/TheYoungTurks/videos","Alison Hartson Ad EXPOSES Dianne Feinstein","https://www.youtube.com/watch?v=mfUQjmQ8Ck0","Trump Supporter Fears Mexican “Invasion”
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=MurjOcdt788"
"1523060513-795","https://www.youtube.com/user/TheYoungTurks/videos","Democrat Wins In Latest Sign Of Anti-Trump Blue Wave","https://www.youtube.com/watch?v=YqUmE7U-lNE","Adding a Color Matte to a Premiere Sequence
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=PC8GZLi7d7o"
"1523060485-572","https://www.youtube.com/user/TheYoungTurks/videos","Trump Deploying Military To Mexican Border Because He Saw It On Fox News","https://www.youtube.com/watch?v=LQI2YInFMAk","Shep Smith and John Roberts DESTROY Trump’s LIES about Amazon hurting the Post Office
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=lO0Tt8Amyfc"
"1523060490-609","https://www.youtube.com/user/TheYoungTurks/videos","Shooting at YouTube HQ","https://www.youtube.com/watch?v=p1CjWuWQPNA","YouTube Shooting Is Unusual Because The Suspect Is A Woman | NBC Nightly News
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=FiPtIM4QB4c"
"1523060533-954","https://www.youtube.com/user/TheYoungTurks/videos","Alex Jones Blames YouTube Shooting On YouTube","https://www.youtube.com/watch?v=wWn0YFBo-og","Who Was the YouTube Shooter? | NYT News
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=oNpzeIdOtlk"
"1523060498-676","https://www.youtube.com/user/TheYoungTurks/videos","Trump Eyeing Up His Next Firing Victim","https://www.youtube.com/watch?v=BgACVXAljAc","Vaping & Drinking Games: New Report Of More White House Chaos | The 11th Hour | MSNBC
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=Ts2AqXFVnrw"
"1523060483-546","https://www.youtube.com/user/TheYoungTurks/videos","Can These Super Strong Progressives Really Beat the Top Politicians in the Country?","https://www.youtube.com/watch?v=AQZFB0mD6OA","South Park Creators Come Out as Republicans
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=dZDrOycStWo"
"1523060543-1034","https://www.youtube.com/user/TheYoungTurks/videos","Sinclair Gets Creative On How They Screw You Over","https://www.youtube.com/watch?v=cdzaxoGrd0k","How to make TEXT POP-IN screen while talking? Premiere Pro tutorial
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=7kQJifNIa1U"
"1523060528-916","https://www.youtube.com/user/TheYoungTurks/videos","CORRECTION: Pulse Shooter Wasn't Gay, Just Regular Terrorist","https://www.youtube.com/watch?v=vFCAFZGsGYs","How to Create Animated Mattes in Adobe Premiere Pro
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=cX7ubSkvGi4"
"1523060506-736","https://www.youtube.com/user/TheYoungTurks/videos","Alexandria Ocasio-Cortez Takes On Corporate Democrat Joe Crowley","https://www.youtube.com/watch?v=ORkJDZLIIKs","🇮🇹  OG GUIDO Sizzle Reel Cast Reactions | Jersey Shore: Family Vacation | MTV
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=zopTkefjBFI"
"1523060490-623","https://www.youtube.com/user/TheYoungTurks/videos","Shooting at YouTube HQ","https://www.youtube.com/watch?v=p1CjWuWQPNA","Dwayne Johnson Wants Jimmy Kimmel to Deliver His Baby
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=_a382GtsKUc"
"1523060511-776","https://www.youtube.com/user/TheYoungTurks/videos","How Close Is America To Realizing MLK's Dream?","https://www.youtube.com/watch?v=0x76GbrZGjg","🇮🇹  OG GUIDO Sizzle Reel Cast Reactions | Jersey Shore: Family Vacation | MTV
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=zopTkefjBFI"
"1523060521-846","https://www.youtube.com/user/TheYoungTurks/videos","Oklahoma Teachers Show You Exactly Why They're Walking Out","https://www.youtube.com/watch?v=y98i2MgNzus","Oklahoma teacher strike: 'I have 29 textbooks for 87 pupils' - BBC News
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=bQyW5X7IGIQ"
"1523060521-856","https://www.youtube.com/user/TheYoungTurks/videos","Oklahoma Teachers Show You Exactly Why They're Walking Out","https://www.youtube.com/watch?v=y98i2MgNzus","How to make TEXT POP-IN screen while talking? Premiere Pro tutorial
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=7kQJifNIa1U"
"1523060488-605","https://www.youtube.com/user/TheYoungTurks/videos","Judge Rules Mass Shooter Fanboy OK To Buy Guns","https://www.youtube.com/watch?v=Gr0KVzcIqVM","Super Mario Advance (Game Boy Advance 2001) TOAD ONLY
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=VbplyyDaBRM"
"1523060540-1019","https://www.youtube.com/user/TheYoungTurks/videos","Establishment's PATHETIC Attack On Bernie Sanders","https://www.youtube.com/watch?v=_CK_z0UhaQk","Joe Rogan - Bernie Sanders Biggest Mistake
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=5MVZhPD00ro"
"1523060503-721","https://www.youtube.com/user/TheYoungTurks/videos","Suddenly Progressive Andrew Cuomo Ends The IDC","https://www.youtube.com/watch?v=4weigc8taMI","Establishment's PATHETIC Attack On Bernie Sanders
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=_CK_z0UhaQk"
"1523060506-743","https://www.youtube.com/user/TheYoungTurks/videos","Alexandria Ocasio-Cortez Takes On Corporate Democrat Joe Crowley","https://www.youtube.com/watch?v=ORkJDZLIIKs","How to make TEXT POP-IN screen while talking? Premiere Pro tutorial
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=7kQJifNIa1U"
"1523060521-855","https://www.youtube.com/user/TheYoungTurks/videos","Oklahoma Teachers Show You Exactly Why They're Walking Out","https://www.youtube.com/watch?v=y98i2MgNzus","Schools closed in Oklahoma, Kentucky amid teachers strike
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=jvBHROz3-I4"
"1523060483-547","https://www.youtube.com/user/TheYoungTurks/videos","Can These Super Strong Progressives Really Beat the Top Politicians in the Country?","https://www.youtube.com/watch?v=AQZFB0mD6OA","Judge Rules Mass Shooter Fanboy OK To Buy Guns
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=Gr0KVzcIqVM"
"1523060498-669","https://www.youtube.com/user/TheYoungTurks/videos","Trump Eyeing Up His Next Firing Victim","https://www.youtube.com/watch?v=BgACVXAljAc","How to Color Correct in Adobe Premiere Pro CC 2017 (Basic Correction + Lumetri Scopes Tutorial)
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=0VDbf9VsZ88"
"1523060548-1082","https://www.youtube.com/user/TheYoungTurks/videos","Rep. Blake Farenthold Resigns Amid Sexual Harassment Scandal","https://www.youtube.com/watch?v=9e4B1AbMOko","Trump Breaks Silence on Stormy Daniels as Russia Probe Heats Up: A Closer Look
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=iaoD6pfFuTo"
"1523060513-798","https://www.youtube.com/user/TheYoungTurks/videos","Democrat Wins In Latest Sign Of Anti-Trump Blue Wave","https://www.youtube.com/watch?v=YqUmE7U-lNE","Philip DeFranco Sets a YouTube Record While Eating Spicy Wings | Hot Ones
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=IIjPj1zD3GI"
"1523060493-641","https://www.youtube.com/user/TheYoungTurks/videos","White Supremacy World With Tucker Carlson","https://www.youtube.com/watch?v=0m6Xz6s0EdI","Shooting at YouTube HQ
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=p1CjWuWQPNA"
"1523060483-553","https://www.youtube.com/user/TheYoungTurks/videos","Can These Super Strong Progressives Really Beat the Top Politicians in the Country?","https://www.youtube.com/watch?v=AQZFB0mD6OA","Charles Barkley 'disgusted' with Trump presidency
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=pMurBQuBU2w"
"1523060480-527","https://www.youtube.com/user/TheYoungTurks/videos","Kushner Bragged About Sinclair Deal For Pro-Trump Coverage","https://www.youtube.com/watch?v=tzF1X57oTX8","Judge Rules Mass Shooter Fanboy OK To Buy Guns
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=Gr0KVzcIqVM"
"1523060478-524","https://www.youtube.com/user/TheYoungTurks/videos","Howard Kurtz Scolds Reporter For Insufficient Politeness To Trump","https://www.youtube.com/watch?v=xqP6iwHlMu0","Vaping & Drinking Games: New Report Of More White House Chaos | The 11th Hour | MSNBC
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=Ts2AqXFVnrw"
"1523060483-554","https://www.youtube.com/user/TheYoungTurks/videos","Can These Super Strong Progressives Really Beat the Top Politicians in the Country?","https://www.youtube.com/watch?v=AQZFB0mD6OA","Trump Deploying Military To Mexican Border Because He Saw It On Fox News
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=LQI2YInFMAk"
"1523060513-787","https://www.youtube.com/user/TheYoungTurks/videos","Democrat Wins In Latest Sign Of Anti-Trump Blue Wave","https://www.youtube.com/watch?v=YqUmE7U-lNE","What MLK Was Working On Before His Death
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=tD6RzBeicKI"
"1523060485-580","https://www.youtube.com/user/TheYoungTurks/videos","Trump Deploying Military To Mexican Border Because He Saw It On Fox News","https://www.youtube.com/watch?v=LQI2YInFMAk","Tucker vs. Jorge Ramos: Caravan of migrants debate
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=AFj2yyN9DjM"
"1523060501-698","https://www.youtube.com/user/TheYoungTurks/videos","Alison Hartson Ad EXPOSES Dianne Feinstein","https://www.youtube.com/watch?v=mfUQjmQ8Ck0","Adding a Color Matte to a Premiere Sequence
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=PC8GZLi7d7o"
"1523060516-823","https://www.youtube.com/user/TheYoungTurks/videos","New Details Emerge On Youtube Shooter's Motives","https://www.youtube.com/watch?v=X_9LCZPLhrU","Why are female mass shooters so rare? - BBC News
          
        
        
    
    
    
    
      
        
          
          
          
        
        •","https://www.youtube.com/watch?v=rjWrYwfQS98"
